tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
375,04:10.4,10:26.2,285,Broadway & E 14 St,40.73454567,-73.99074142,3711,E 13 St & Avenue A,40.72966729,-73.98067966,28743,Subscriber,1982,1
582,04:22.4,14:04.8,497,E 17 St & Broadway,40.73704984,-73.99009296,3799,6 Ave & W 34 St,40.74964,-73.98805,34058,Subscriber,1956,1
233,04:43.9,08:37.4,439,E 4 St & 2 Ave,40.7262807,-73.98978041,3737,Stanton St & Norfolk St,40.720747,-73.986274,38182,Subscriber,1980,1
626,04:49.3,15:15.7,3165,Central Park West & W 72 St,40.77579377,-73.97620574,495,W 47 St & 10 Ave,40.76269882,-73.99301222,35082,Subscriber,1975,1
496,04:52.4,13:08.9,3799,6 Ave & W 34 St,40.74964,-73.98805,490,8 Ave & W 33 St,40.751551,-73.993934,41591,Subscriber,1979,1
432,04:55.5,12:08.3,453,W 22 St & 8 Ave,40.74475148,-73.99915362,285,Broadway & E 14 St,40.73454567,-73.99074142,39062,Subscriber,1961,1
135,05:04.0,07:19.1,3350,W 100 St & Broadway,40.7973721,-73.97041192,3689,W 104 St & Amsterdam Ave,40.79904139,-73.9664948,16081,Subscriber,1994,1
258,05:19.8,09:38.6,477,W 41 St & 8 Ave,40.75640548,-73.9900262,478,11 Ave & W 41 St,40.76030096,-73.99884222,30694,Subscriber,1993,1
1044,05:28.6,22:53.1,447,8 Ave & W 52 St,40.76370739,-73.9851615,3383,Cathedral Pkwy & Broadway,40.804213,-73.96699104,37277,Subscriber,1969,0
768,05:28.8,18:17.5,500,Broadway & W 51 St,40.76228826,-73.98336183,422,W 59 St & 10 Ave,40.770513,-73.988038,39637,Subscriber,1947,2
202,05:41.9,09:04.1,445,E 10 St & Avenue A,40.72740794,-73.98142006,432,E 7 St & Avenue A,40.72621788,-73.98379855,38440,Subscriber,1985,1
1090,05:46.3,23:56.8,373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,391,Clark St & Henry St,40.69760127,-73.99344559,41545,Subscriber,1990,1
674,05:48.8,17:03.1,3690,Park Pl & Church St,40.71334184,-74.00935516,195,Liberty St & Broadway,40.70905623,-74.01043382,27872,Subscriber,1994,1
2428,05:49.5,46:18.5,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,3916,Pearl St & Peck Slip,40.708485,-74.002751,37334,Subscriber,2000,0
883,05:50.2,20:33.8,453,W 22 St & 8 Ave,40.74475148,-73.99915362,480,W 53 St & 10 Ave,40.76669671,-73.99061728,39275,Subscriber,1983,1
125,05:50.9,07:56.5,79,Franklin St & W Broadway,40.71911552,-74.00666661,146,Hudson St & Reade St,40.71625008,-74.0091059,34845,Subscriber,1971,1
782,05:54.4,18:56.9,504,1 Ave & E 16 St,40.73221853,-73.98165557,307,Canal St & Rutgers St,40.71427487,-73.98990025,31087,Subscriber,1992,1
801,06:06.8,19:28.0,3745,36 Ave & 31 St,40.75651273,-73.92957486,3615,44 Dr & 21 St,40.748,-73.9460927,32732,Subscriber,1975,2
740,06:08.7,18:28.8,504,1 Ave & E 16 St,40.73221853,-73.98165557,3435,Grand St & Elizabeth St,40.718822,-73.99596,39189,Subscriber,1994,2
287,06:09.0,10:56.1,3725,2 Ave & E 72 St,40.76876203,-73.95840794,3142,1 Ave & E 62 St,40.7612274,-73.96094022,32042,Subscriber,1995,2
483,06:26.5,14:30.4,3508,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,3552,W 113 St & Broadway,40.805973,-73.964928,15095,Customer,2000,1
242,06:29.1,10:31.7,489,10 Ave & W 28 St,40.75066386,-74.00176802,494,W 26 St & 8 Ave,40.74734825,-73.99723551,35595,Subscriber,1988,1
810,06:30.8,20:00.9,385,E 55 St & 2 Ave,40.75797322,-73.96603308,3157,East End Ave & E 86 St,40.77518615,-73.94446054,33035,Subscriber,1972,1
835,06:42.8,20:37.9,3362,Madison Ave & E 82 St,40.7781314,-73.96069399,3501,E 118 St & Madison Ave,40.8014866,-73.9442507,19163,Subscriber,1985,2
219,06:44.6,10:23.9,3686,Gansevoort St & Hudson St,40.7394482,-74.00507033,358,Christopher St & Greenwich St,40.73291553,-74.00711384,28885,Subscriber,1994,1
201,06:53.9,10:15.7,528,2 Ave & E 31 St,40.74290902,-73.97706058,472,E 32 St & Park Ave,40.7457121,-73.98194829,34973,Subscriber,1990,1
421,06:59.3,14:00.6,497,E 17 St & Broadway,40.73704984,-73.99009296,487,E 20 St & FDR Drive,40.73314259,-73.97573881,31088,Subscriber,1984,1
397,07:40.0,14:17.7,3718,E 11 St & Avenue B,40.72746421,-73.97950418,312,Allen St & Stanton St,40.722055,-73.989111,16210,Subscriber,1991,1
138,07:45.4,10:03.9,3078,Broadway & Roebling St,40.70924826,-73.96063149,389,Broadway & Berry St,40.71044554,-73.96525063,38946,Subscriber,1971,1
143,08:04.4,10:27.6,119,Park Ave & St Edwards St,40.69608941,-73.97803415,245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,34090,Subscriber,1963,1
210,08:26.4,11:57.4,285,Broadway & E 14 St,40.73454567,-73.99074142,254,W 11 St & 6 Ave,40.73532427,-73.99800419,41847,Subscriber,1967,1
452,08:26.7,15:59.3,518,E 39 St & 2 Ave,40.74780373,-73.9734419,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,35277,Subscriber,1996,1
122,08:50.2,10:52.4,317,E 6 St & Avenue B,40.72453734,-73.98185424,393,E 5 St & Avenue C,40.72299208,-73.97995466,33169,Subscriber,1993,1
106,08:53.3,10:40.1,317,E 6 St & Avenue B,40.72453734,-73.98185424,393,E 5 St & Avenue C,40.72299208,-73.97995466,39094,Subscriber,1993,2
1813,09:02.6,39:16.5,3783,Cliff St & Fulton St,40.70838,-74.00495,410,Suffolk St & Stanton St,40.72066442,-73.98517977,41200,Subscriber,1995,1
466,09:07.5,16:54.5,529,W 42 St & 8 Ave,40.7575699,-73.99098507,468,Broadway & W 56 St,40.7652654,-73.98192338,32043,Subscriber,1987,1
617,09:28.3,19:46.2,3086,Graham Ave & Conselyea St,40.715143,-73.944507,3115,India St & Manhattan Ave,40.73232194,-73.9550858,40868,Subscriber,1983,1
1450,09:44.0,33:54.3,3809,W 55 St & 6 Ave,40.763189,-73.978434,3259,9 Ave & W 28 St,40.74937024,-73.99923384,33887,Subscriber,1976,2
217,09:53.8,13:30.8,479,9 Ave & W 45 St,40.76019252,-73.9912551,3798,W 40 St & 5 Ave,40.752269,-73.982079,39078,Subscriber,1964,1
630,10:21.1,20:52.0,3260,Mercer St & Bleecker St,40.72706363,-73.99662137,494,W 26 St & 8 Ave,40.74734825,-73.99723551,28372,Subscriber,1961,1
193,10:21.4,13:35.3,254,W 11 St & 6 Ave,40.73532427,-73.99800419,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,27683,Subscriber,1985,1
149,10:25.3,12:55.2,119,Park Ave & St Edwards St,40.69608941,-73.97803415,245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,38563,Subscriber,1978,2
121,10:27.6,12:29.4,350,Clinton St & Grand St,40.71559509,-73.9870295,291,Madison St & Montgomery St,40.713126,-73.984844,16147,Subscriber,1997,1
379,10:34.3,16:54.2,3544,Underhill Ave & Pacific St,40.6804836,-73.9646795,3416,7 Ave & Park Pl,40.6776147,-73.97324283,35241,Subscriber,1988,1
333,10:38.6,16:11.8,3409,Bergen St & Smith St,40.6867443,-73.99063168,467,Dean St & 4 Ave,40.68312489,-73.97895137,28469,Subscriber,1992,1
999,10:40.3,27:20.3,267,Broadway & W 36 St,40.75097711,-73.98765428,503,E 20 St & Park Ave,40.73827428,-73.98751968,40655,Customer,1995,2
1102,10:41.3,29:03.8,3637,Fulton St & Waverly Ave,40.68323865,-73.96599591,3868,Knickerbocker Ave & Halsey St,40.693,-73.90824,35189,Subscriber,1977,1
109,10:42.1,12:32.1,245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,119,Park Ave & St Edwards St,40.69608941,-73.97803415,34090,Subscriber,1963,1
209,10:51.3,14:21.1,289,Monroe St & Classon Ave,40.6845683,-73.95881081,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,40351,Subscriber,1938,2
505,10:55.7,19:21.6,3332,Degraw St & Hoyt St,40.68199044,-73.99079025,406,Hicks St & Montague St,40.69512845,-73.99595065,35086,Subscriber,1964,1
981,11:00.9,27:22.2,267,Broadway & W 36 St,40.75097711,-73.98765428,503,E 20 St & Park Ave,40.73827428,-73.98751968,28377,Customer,1995,1
144,11:02.0,13:26.8,311,Norfolk St & Broome St,40.7172274,-73.98802084,502,Henry St & Grand St,40.714211,-73.981095,36474,Subscriber,1999,2
539,11:11.2,20:10.3,474,5 Ave & E 29 St,40.7451677,-73.98683077,487,E 20 St & FDR Drive,40.73314259,-73.97573881,28225,Subscriber,1989,1
1964,11:25.1,44:09.2,3325,E 95 St & 3 Ave,40.7849032,-73.950503,3491,E 118 St & 1 Ave,40.79747,-73.93504,36503,Subscriber,1990,2
125,11:34.2,13:39.5,3263,Cooper Square & Astor Pl,40.72951496,-73.9907527,483,E 12 St & 3 Ave,40.73223272,-73.98889957,39227,Subscriber,1991,1
462,11:37.2,19:19.3,3809,W 55 St & 6 Ave,40.763189,-73.978434,495,W 47 St & 10 Ave,40.76269882,-73.99301222,15553,Subscriber,1987,1
269,11:37.4,16:07.3,499,Broadway & W 60 St,40.76915505,-73.98191841,530,11 Ave & W 59 St,40.77149671,-73.99046034,28782,Subscriber,1979,1
593,11:39.4,21:32.9,3785,W 42 St & 6 Ave,40.75492,-73.98455,513,W 56 St & 10 Ave,40.768254,-73.988639,35125,Subscriber,1994,1
473,11:43.5,19:36.5,478,11 Ave & W 41 St,40.76030096,-73.99884222,519,Pershing Square North,40.751873,-73.977706,38465,Subscriber,1977,1
168,11:44.0,14:33.0,434,9 Ave & W 18 St,40.74317449,-74.00366443,434,9 Ave & W 18 St,40.74317449,-74.00366443,39923,Subscriber,1988,1
409,11:50.3,18:39.9,3597,43 St & Broadway,40.7577284,-73.9166368,3522,37 St & 24 Ave,40.7701477,-73.9120938,35084,Subscriber,1984,2
251,11:52.7,16:04.5,499,Broadway & W 60 St,40.76915505,-73.98191841,530,11 Ave & W 59 St,40.77149671,-73.99046034,40853,Subscriber,1978,2
641,12:10.5,22:51.6,432,E 7 St & Avenue A,40.72621788,-73.98379855,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,38826,Customer,1987,1
263,12:12.8,16:35.8,468,Broadway & W 56 St,40.7652654,-73.98192338,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,41331,Subscriber,1996,1
199,12:30.9,15:50.7,377,6 Ave & Canal St,40.72243797,-74.00566443,368,Carmine St & 6 Ave,40.73038599,-74.00214988,38951,Subscriber,1978,1
520,12:35.7,21:16.4,82,St James Pl & Pearl St,40.71117416,-74.00016545,315,South St & Gouverneur Ln,40.70355377,-74.00670227,15305,Subscriber,1986,2
1658,12:40.3,40:18.6,3297,6 St & 7 Ave,40.6686627,-73.97988067,3803,Bedford Ave & Montgomery St,40.665816,-73.956934,41699,Subscriber,1963,1
145,12:43.9,15:09.2,119,Park Ave & St Edwards St,40.69608941,-73.97803415,245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,34090,Subscriber,1963,1
186,12:54.0,16:00.8,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,3440,Fulton St & Adams St,40.69241829,-73.98949474,38037,Subscriber,1989,1
645,12:56.9,23:42.6,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,3735,W 30 St & 10 Ave,40.752694,-74.002353,32105,Subscriber,1992,1
215,12:57.3,16:32.5,499,Broadway & W 60 St,40.76915505,-73.98191841,422,W 59 St & 10 Ave,40.770513,-73.988038,28777,Subscriber,1960,2
331,13:21.9,18:53.6,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,34137,Subscriber,1982,2
382,13:36.5,19:58.7,3077,Stagg St & Union Ave,40.70877084,-73.95095259,3077,Stagg St & Union Ave,40.70877084,-73.95095259,39435,Subscriber,1995,1
1006,14:00.0,30:46.2,3047,Halsey St & Tompkins Ave,40.6823687,-73.944118,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,15045,Subscriber,1991,1
617,14:05.2,24:22.4,312,Allen St & Stanton St,40.722055,-73.989111,254,W 11 St & 6 Ave,40.73532427,-73.99800419,28282,Subscriber,1989,1
480,14:08.5,22:08.6,150,E 2 St & Avenue C,40.7208736,-73.98085795,265,Stanton St & Chrystie St,40.72229346,-73.99147535,17664,Subscriber,1991,2
1266,14:10.6,35:17.3,168,W 18 St & 6 Ave,40.73971301,-73.99456405,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,37054,Subscriber,1993,1
429,14:12.3,21:22.1,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,40183,Subscriber,1996,1
616,14:15.1,24:32.0,483,E 12 St & 3 Ave,40.73223272,-73.98889957,388,W 26 St & 10 Ave,40.74971775,-74.00295035,37042,Subscriber,1991,1
401,14:27.8,21:09.3,3699,W 50 St & 9 Ave,40.76360468,-73.98917958,3712,W 35 St & Dyer Ave,40.75469175,-73.99740189,15658,Subscriber,1992,1
187,14:38.3,17:45.3,462,W 22 St & 10 Ave,40.74691959,-74.00451887,434,9 Ave & W 18 St,40.74317449,-74.00366443,38152,Subscriber,1993,1
525,14:42.1,23:28.0,293,Lafayette St & E 8 St,40.73020661,-73.99102628,334,W 20 St & 7 Ave,40.74238787,-73.99726235,30182,Subscriber,1990,1
1534,14:44.8,40:19.7,400,Pitt St & Stanton St,40.71926081,-73.98178024,330,Reade St & Broadway,40.71450451,-74.00562789,37858,Subscriber,1975,1
1574,15:07.1,41:21.9,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,3571,Bedford Ave & Bergen St,40.676368,-73.952918,39702,Subscriber,1993,1
713,15:08.5,27:01.6,2003,1 Ave & E 18 St,40.73381219,-73.98054421,265,Stanton St & Chrystie St,40.72229346,-73.99147535,16771,Subscriber,1970,1
704,15:11.1,26:55.9,3287,W 87 St & West End Ave,40.789622,-73.97757,3286,E 89 St & 3 Ave,40.7806284,-73.9521667,28976,Customer,1969,0
465,15:19.3,23:04.9,3325,E 95 St & 3 Ave,40.7849032,-73.950503,3671,E 81 St & 2 Ave,40.77477945,-73.95427465,29190,Subscriber,1995,1
342,15:19.3,21:01.4,3749,Lexington Ave & E 36 St,40.74757396,-73.97880077,3799,6 Ave & W 34 St,40.74964,-73.98805,37401,Subscriber,1999,2
1417,15:43.1,39:20.4,3538,W 110 St & Amsterdam Ave,40.802692,-73.96295,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,34228,Customer,1999,1
1289,15:47.6,37:16.8,3538,W 110 St & Amsterdam Ave,40.802692,-73.96295,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,39147,Customer,2000,1
300,15:54.7,20:55.1,2012,E 27 St & 1 Ave,40.739445,-73.976806,491,E 24 St & Park Ave S,40.74096374,-73.98602213,15023,Subscriber,1986,1
259,15:56.4,20:16.0,3545,Broadway & W 122 St,40.8120562,-73.9612547,3649,W 129 St & Convent Ave,40.81439444,-73.95324737,40698,Subscriber,1990,1
247,15:58.8,20:06.7,406,Hicks St & Montague St,40.69512845,-73.99595065,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,37706,Subscriber,1984,1
352,16:05.5,21:57.6,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,262,Washington Park,40.6917823,-73.9737299,35174,Subscriber,1982,1
518,16:20.0,24:58.3,3440,Fulton St & Adams St,40.69241829,-73.98949474,2000,Front St & Washington St,40.70255088,-73.98940236,36086,Subscriber,1989,1
327,16:25.1,21:52.5,3812,University Pl & E 14 St,40.734814,-73.992085,3711,E 13 St & Avenue A,40.72966729,-73.98067966,40883,Subscriber,1966,1
261,16:34.3,20:55.3,502,Henry St & Grand St,40.714211,-73.981095,307,Canal St & Rutgers St,40.71427487,-73.98990025,28467,Subscriber,1978,1
137,16:43.4,19:00.7,245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,119,Park Ave & St Edwards St,40.69608941,-73.97803415,31786,Subscriber,1963,1
413,16:56.4,23:49.6,3718,E 11 St & Avenue B,40.72746421,-73.97950418,461,E 20 St & 2 Ave,40.73587678,-73.98205027,15350,Subscriber,1996,2
387,17:13.1,23:40.2,247,Perry St & Bleecker St,40.73535398,-74.00483091,3263,Cooper Square & Astor Pl,40.72951496,-73.9907527,33106,Subscriber,1990,1
458,17:31.7,25:10.0,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,34417,Subscriber,1988,2
1301,17:37.5,39:19.4,3815,E 51 St & 2 Ave,40.755293,-73.967641,250,Lafayette St & Jersey St,40.72456089,-73.99565293,17795,Subscriber,1993,1
452,17:42.5,25:14.6,3724,7 Ave & Central Park South,40.76674056,-73.97906899,3160,Central Park West & W 76 St,40.77896784,-73.97374737,28975,Subscriber,1999,1
1103,17:50.8,36:14.1,116,W 17 St & 8 Ave,40.74177603,-74.00149746,3707,Lexington Ave & E 26 St,40.741459,-73.983293,36885,Subscriber,1976,1
378,17:57.7,24:16.3,332,Cherry St,40.71219906,-73.97948148,341,Stanton St & Mangin St,40.71782143,-73.97628939,34923,Subscriber,2000,1
327,18:03.6,23:31.1,479,9 Ave & W 45 St,40.76019252,-73.9912551,533,Broadway & W 38 St,40.75299641,-73.98721619,42284,Subscriber,1979,1
92,18:08.4,19:40.7,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,289,Monroe St & Classon Ave,40.6845683,-73.95881081,19126,Subscriber,1938,2
1006,18:22.2,35:08.9,307,Canal St & Rutgers St,40.71427487,-73.98990025,3082,Hope St & Union Ave,40.71167351,-73.95141312,40446,Subscriber,1994,1
1139,18:27.3,37:26.6,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,3165,Central Park West & W 72 St,40.77579377,-73.97620574,28558,Subscriber,1989,1
306,18:32.9,23:39.4,3708,W 13 St & 5 Ave,40.735445,-73.99431,247,Perry St & Bleecker St,40.73535398,-74.00483091,41955,Subscriber,1992,1
1368,18:35.6,41:23.7,490,8 Ave & W 33 St,40.751551,-73.993934,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,18907,Subscriber,1986,1
302,19:02.8,24:05.3,474,5 Ave & E 29 St,40.7451677,-73.98683077,497,E 17 St & Broadway,40.73704984,-73.99009296,31469,Subscriber,1969,1
263,19:03.3,23:26.8,349,Rivington St & Ridge St,40.71850211,-73.98329859,317,E 6 St & Avenue B,40.72453734,-73.98185424,40375,Subscriber,1995,1
1324,19:07.9,41:12.2,261,Johnson St & Gold St,40.69474881,-73.98362464,3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,41636,Subscriber,1966,1
336,19:08.9,24:45.1,3522,37 St & 24 Ave,40.7701477,-73.9120938,3600,31 Ave & Steinway St,40.7611488,-73.9170071,35147,Subscriber,1986,1
1398,19:13.8,42:32.3,3232,Bond St & Fulton St,40.68962189,-73.98304269,301,E 2 St & Avenue B,40.72217444,-73.98368779,27507,Subscriber,1986,1
361,19:14.2,25:15.2,3142,1 Ave & E 62 St,40.7612274,-73.96094022,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,40259,Subscriber,1983,1
1339,19:20.5,41:40.4,490,8 Ave & W 33 St,40.751551,-73.993934,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,31111,Customer,1990,2
1063,19:20.9,37:04.6,3735,W 30 St & 10 Ave,40.752694,-74.002353,247,Perry St & Bleecker St,40.73535398,-74.00483091,34303,Customer,1995,1
653,19:21.1,30:14.7,373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,28635,Subscriber,1981,2
250,19:26.9,23:37.2,3848,Suydam St & Broadway,40.69544,-73.93223,3879,Broadway & Madison St,40.68822,-73.91966,38723,Subscriber,1990,1
310,19:31.3,24:42.1,239,Willoughby St & Fleet St,40.69196566,-73.9813018,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,18728,Subscriber,1993,2
1835,19:41.5,50:17.5,403,E 2 St & 2 Ave,40.72502876,-73.99069656,2003,1 Ave & E 18 St,40.73381219,-73.98054421,36387,Subscriber,1999,1
595,19:49.9,29:45.5,3740,W Broadway & W Houston St,40.726378,-74.000472,223,W 13 St & 7 Ave,40.73781509,-73.99994661,20996,Subscriber,1984,0
403,19:56.5,26:40.3,490,8 Ave & W 33 St,40.751551,-73.993934,3749,Lexington Ave & E 36 St,40.74757396,-73.97880077,38513,Subscriber,1991,1
1539,19:56.7,45:36.6,3842,Bushwick Ave & Dekalb Ave,40.69502,-73.92825,3399,7 St & 3 Ave,40.67260298,-73.98983002,35279,Subscriber,1990,1
